comment,likes,comment_type,author,date,mf_care_harm_score,mf_care_harm_polarity,mf_fairness_cheating_score,mf_fairness_cheating_polarity,mf_loyalty_betrayal_score,mf_loyalty_betrayal_polarity,mf_authority_subversion_score,mf_authority_subversion_polarity,mf_sanctity_degradation_score,mf_sanctity_degradation_polarity,mf_liberty_oppression_score,mf_liberty_oppression_polarity,love_concept,commitment_view,jealousy_attitude,relationship_structure,individualism,traditionalism,openness,conformity,hedonism,universalism,emotional_valence,emotional_intensity,emotions,stance,confidence,argument_type,key_claims,underlying_assumptions,complexity_level,internal_consistency,openness_to_dialogue,moral_sophistication
성병조심;;;;,4,원댓글,@병맛-i5n,2025. 9. 11. 오후 9:39:16,4,negative,1,neutral,1,neutral,0,neutral,2,negative,1,neutral,undefined,undefined,undefined,undefined,3,3,2,3,2,3,negative,3,"걱정,우려,경고",anti_polyamory,4,practical,폴리아모리는 성병 감염 위험을 높인다.,"폴리아모리 관계는 성적으로 개방적이며, 파트너 수 증가로 인해 성병 감염 위험이 증가한다.,성병 감염은 심각한 건강 문제이다.",1,5,1,1
아메리칸 스타일이야?,0,원댓글,@bornway5532,2025. 9. 17. 오후 10:15:15,1,neutral,3,negative,4,negative,2,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,2,"skepticism,disapproval,curiosity",anti_polyamory,3,cultural,다자연애는 미국적인(혹은 서구적인) 문화적 특징이다.,"미국 문화는 한국 문화와 다르며, 다자연애는 한국 문화에 적합하지 않다.,미국 문화는 부정적인 면모를 가지고 있다.,일부일처제가 보편적으로 옳다.",2,4,2,2
정신세계가 이상하다,1,원댓글,@미라손-v7y,2025. 9. 15. 오후 3:36:48,3,negative,2,negative,4,negative,1,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,3,"disgust,confusion,disapproval",anti_polyamory,4,personal,다자연애는 비정상적인 정신 상태이다.,"일부일처제가 정상적인 관계 형태이다.,정신 건강과 사회적 규범은 밀접하게 연결되어 있다.",2,4,1,2
좋긴하네…그냥 죄책감 없이 바람 피우는거잖아. 물론 절대 저걸 할 생각은 없지만 저렇게 정당화 하면서 사는 삶이 편하기는할듯;,4,원댓글,@user-babymeow,2025. 9. 12. 오전 11:12:26,2,negative,4,negative,4,negative,1,neutral,2,negative,1,neutral,exclusive,absolute,natural,hierarchical,3,4,2,4,3,2,mixed,3,"의구심,호기심,불편함",anti_polyamory,4,moral,다자연애는 죄책감 없이 바람피우는 것을 정당화하는 것이다.,"바람은 나쁜 것이다.,일대일 관계는 당연한 것이다.,정당화는 도덕적 책임을 회피하는 것이다.",2,4,2,2
"우리네 인생 이렇게 살아도 한인생 저렇게 살아도 한인생이지. 까까머리하고 산 속 절간에 들어가든, 십자가 아래서 성경을 읖조리든 알라신의 아들 딸이 되든 하늘은 오로지 침묵만 하지. 이 우주에서 그야말로 미물인 인간이 뭘 안다고 남의 밭에 콩나라 팥나랄까? 세상은 이렇듯 기괴하고도 기묘하며 어쩌구리하지. 인류의 역사를 봐도 근친은 기본이요 약육강식이 지배했듯. 단지 현 시대와 장소에 어울리지 않다는 보편적 정서가 깔려 있네",0,원댓글,@엠바고-d2f,2025. 9. 17. 오전 12:13:59,2,negative,3,neutral,1,neutral,3,negative,3,negative,4,positive,inclusive,flexible,undefined,fluid,5,1,4,1,3,2,neutral,2,"resignation,cynicism,tolerance",neutral,4,cultural/historical,"삶은 다양하며, 개인의 선택은 존중되어야 한다.,도덕은 시대와 장소에 따라 변한다.","보편적인 도덕률은 존재하지 않는다.,개인의 자유는 최대한 보장되어야 한다.",4,4,3,4
이런것진짜 안하면 좋겠다 차라리 옛날에 한화성인더재미있는데,3,원댓글,@CidxDjd,2025. 9. 11. 오후 7:04:41,2,negative,1,neutral,3,negative,1,neutral,2,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,3,"disapproval,nostalgia,preference",anti_polyamory,4,personal,"다자연애는 바람직하지 않다,과거의 방식이 더 재미있었다","전통적인 관계가 더 안정적이고 즐겁다,다자연애는 복잡하고 혼란스럽다",2,4,2,2
저는 정말 아무렇지 않아요. 눈썹만 신경 쓰여요. 가구야공주이야기 생각나요.,0,원댓글,@xavierdolan89,2025. 9. 19. 오전 4:28:41,1,neutral,1,neutral,1,neutral,1,neutral,2,neutral,1,neutral,undefined,undefined,irrelevant,undefined,3,1,3,1,3,2,neutral,2,"indifference,amusement,mild_interest",neutral,5,personal,I don't care,"Personal preference is valid,Aesthetic concerns are sometimes more important than ethical ones.",1,5,2,1
다자연애라는말로 포장해서 대놓고 바람피는거같은데,1,원댓글,@강인해-n8f,2025. 9. 15. 오전 1:01:01,4,negative,5,negative,5,negative,2,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,4,"disgust,skepticism,judgment",anti_polyamory,5,moral,"다자연애는 바람이다,다자연애는 진실을 왜곡한다","일부일처제가 정상적인 관계 모델이다,합의 없는 성적 관계는 부도덕하다",2,4,1,2
놔둬요 100명이랑 같이 합숙을 하든 지가 알아서 하는거지 100명이서 다보탑 쌓든 알아서 하겠지,2,원댓글,@그래서뭐-d6h,2025. 9. 12. 오후 12:06:40,3,neutral,1,neutral,1,neutral,2,neutral,1,neutral,5,positive,undefined,flexible,irrelevant,individual,5,1,5,1,3,3,neutral,2,"indifference,acceptance",pro_polyamory,4,personal,"개인의 자유 존중,타인에게 피해를 주지 않는 한 간섭할 이유 없음","개인은 자신의 삶을 스스로 결정할 권리가 있다,합의된 관계는 존중받아야 한다",2,5,3,3
쿠로미 진짜 정병녀 과학이네,0,원댓글,@우파루파-m8z,2025. 9. 14. 오후 1:57:20,4,negative,2,neutral,1,neutral,2,neutral,3,negative,2,negative,exclusive,absolute,natural,hierarchical,2,4,1,4,2,1,negative,4,"disgust,contempt,judgment",anti_polyamory,5,moral,다자연애는 정신적으로 불안정한 사람들의 행위이다.,"정신 질환은 부정적인 것이며, 정상적인 관계는 일부일처제이다.,다자연애는 정신 질환과 연관되어 있다.",1,4,1,1
남자는 왜 얼굴을 가렸냐? 당당하게 얼굴 까지 않는 남자를 뭐하러 같이 자냐.,0,원댓글,@핰핰핰-q2d,2025. 9. 26. 오후 7:44:37,3,negative,4,negative,2,neutral,1,neutral,1,neutral,2,negative,undefined,flexible,natural,egalitarian,3,3,3,3,2,3,negative,3,"disgust,distrust,judgmental",anti_polyamory,4,personal,"얼굴을 가린 사람은 신뢰할 수 없다,얼굴을 가린 사람과는 관계를 맺을 가치가 없다","관계는 투명성을 기반으로 해야 한다,당당함은 신뢰성의 증거이다,얼굴을 공개하지 않는 사람은 숨기는 것이 많다",2,4,2,2
이건 아니다,1,원댓글,@책읽는138,2025. 9. 20. 오후 9:40:47,3,negative,4,negative,4,negative,2,neutral,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,2,3,negative,3,"disapproval,disgust,rejection",anti_polyamory,5,moral,다자연애는 옳지 않다,"사랑은 독점적이어야 한다,관계는 두 사람 간의 헌신에 기반해야 한다,다자연애는 관계를 불안정하게 만든다",1,5,1,2
철학을 가장해서 니멋대로 사는게 무슨 철학이야말그대로 개똥철학이네!,1,원댓글,@misikwoo4922,2025. 9. 21. 오전 9:12:46,4,negative,3,negative,2,negative,1,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,1,2,negative,4,"분노,경멸,비판",anti_polyamory,5,moral,"다자연애는 이기적인 행동을 정당화하는 수단이다,다자연애는 전통적인 가치를 훼손한다","일부일처제가 정상적인 관계 형태이다,개인의 욕망보다 사회적 규범이 우선되어야 한다",1,4,1,1
사랑 맞아?,0,원댓글,@user-xu8uu4bc8w,2025. 9. 15. 오전 12:19:17,3,negative,4,negative,4,negative,1,neutral,2,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,2,"doubt,questioning,discomfort",anti_polyamory,3,moral,다자연애는 진정한 사랑이 아니다.,"사랑은 독점적 관계를 기반으로 한다.,일부일처제가 가장 자연스럽고 도덕적인 관계 형태이다.",1,4,2,2
애들본다 삭제해요,1,원댓글,@saalshareef3358,2025. 9. 17. 오전 12:14:05,4,negative,2,neutral,1,neutral,1,neutral,3,negative,2,negative,exclusive,absolute,harmful,hierarchical,2,4,1,4,1,2,negative,3,"걱정,불안,우려",anti_polyamory,4,moral,다자연애 콘텐츠가 아이들에게 해로울 수 있다,"아이들은 전통적인 가족 구조에서 자라는 것이 이상적이다,다자연애는 부도덕하다,부모는 자녀를 유해한 콘텐츠로부터 보호해야 한다",2,4,1,2
저런건 좀 안나왔음 좋겠다 좀! 꼰대이런게아니라 참^^ 할말하않,5,원댓글,@정이-m8q,2025. 9. 11. 오전 2:29:40,2,negative,1,neutral,3,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,3,"disgust,annoyance,discomfort",anti_polyamory,4,cultural,다자연애는 바람직하지 않다,"일부일처제가 정상적인 관계 형태이다,다자연애는 사회에 부정적인 영향을 미친다",2,4,1,2
인간의마음으로는 해결할수 없는 모순이 분명히 존재할텐데..무소유의 마인드로 공유의 개념인건가.,0,원댓글,@푸른하늘-h4y,2025. 9. 14. 오후 12:39:52,3,negative,2,neutral,4,negative,1,neutral,2,negative,2,neutral,complex,flexible,natural,egalitarian,3,4,3,4,2,3,negative,3,"doubt,concern,confusion",questioning,3,personal/moral,"다자연애는 인간의 감정적 한계로 인해 모순을 야기한다.,무소유와 공유라는 이상은 현실적으로 실현하기 어렵다.","인간은 기본적으로 독점적인 관계를 지향한다.,질투와 같은 감정은 다자연애 관계를 불안정하게 만든다.",4,4,3,3
셋다..제정신 아닌것같은데??내머리론 이해안됌!,1,원댓글,@부산T양이,2025. 9. 14. 오후 1:55:09,4,negative,3,negative,4,negative,2,neutral,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,3,"confusion,disbelief,disgust",anti_polyamory,4,personal,"다자연애는 비정상적이다,다자연애는 이해할 수 없다","사랑은 독점적 관계에서만 가능하다,정신적으로 건강한 사람은 다자연애를 할 수 없다",1,4,1,1
토나올려고 함 저런거 방송하지마요 비도덕적인걸 화성인 운운하니 마치 본인이 대단하고 특별한 사람인듯 착각하게 부추기는거 같네 방송도 선은 지켜서 하세요 이제 막나가네,1,원댓글,@Xhosamsja,2025. 9. 14. 오후 11:36:10,5,negative,3,negative,4,negative,2,negative,5,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,5,"혐오,분노,불쾌",anti_polyamory,5,moral,"다자연애는 비도덕적이다,방송은 사회적 책임을 져야 한다","전통적인 일부일처제 관계가 유일하게 도덕적으로 용인될 수 있는 관계 형태이다,방송은 사회에 긍정적인 영향을 미쳐야 한다",2,4,1,2
남친은 질리지가 않겟노,3,원댓글,@noob-12,2025. 9. 11. 오전 10:44:44,3,positive,1,neutral,2,negative,1,neutral,1,neutral,3,positive,inclusive,flexible,manageable,egalitarian,4,2,4,2,4,3,positive,3,"amusement,curiosity,approval",pro_polyamory,4,personal,다자연애는 지루함을 방지한다,"관계는 즐거움을 유지해야 한다,다자연애는 개인의 만족도를 높일 수 있다",2,4,3,2
"본인이 좋다는데 뭐 ㅋ 민폐만 끼치지마라, 이해해달라고 하지도 말고.",0,원댓글,@bjung379,2025. 9. 16. 오전 2:32:04,4,positive,3,neutral,1,negative,2,neutral,1,negative,4,positive,inclusive,flexible,manageable,egalitarian,5,1,4,1,3,2,neutral,2,"acceptance,tolerance,indifference",pro_polyamory,4,personal,"개인의 행복 추구는 존중되어야 한다,타인에게 민폐를 끼치지 않는 한 자유롭게 관계를 맺을 수 있다","개인의 행복은 중요하다,개인은 자신의 삶에 대한 결정권을 가진다,관계는 합의에 기반해야 한다",2,4,3,3
저게 무슨 순수한사랑이야 사랑이 아니지,3,원댓글,@Tv-rg4jw,2025. 9. 12. 오전 11:08:27,4,negative,3,negative,5,negative,2,neutral,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,5,1,4,2,2,negative,4,"disgust,disapproval,judgment",anti_polyamory,5,moral,다자연애는 순수한 사랑이 아니다,"사랑은 배타적이어야 한다,다자연애는 정서적으로 불안정하다,일부일처제가 정상적인 관계이다",1,4,1,2
대본인가..,0,원댓글,@jj_gj,2025. 9. 13. 오후 9:09:31,2,negative,3,negative,2,negative,1,neutral,2,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,2,"skepticism,doubt,concern",anti_polyamory,3,moral,"다자연애는 진실성이 결여되어 있다.,다자연애는 인위적으로 만들어진 관계이다.","진정한 사랑은 자연스럽고 자발적이어야 한다.,관계는 진실성과 투명성을 기반으로 해야 한다.",1,4,2,2
뭐야홍하늘이잖아,0,원댓글,@라오스-p2r,2025. 9. 16. 오후 10:01:41,1,neutral,1,neutral,2,neutral,1,neutral,1,neutral,2,neutral,undefined,undefined,undefined,undefined,3,3,3,3,3,3,neutral,2,"recognition,mild curiosity",neutral,5,personal,,"'홍하늘'이라는 인물에 대한 인지,다자연애 관계에 대한 배경지식 존재 가능성",1,5,3,1
지알도 진짜 병이네,2,원댓글,@큰놈의,2025. 9. 11. 오후 7:03:07,4,negative,3,negative,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,4,"disgust,anger,disapproval",anti_polyamory,5,moral,다자연애는 비정상적이다,"일부일처제가 정상적인 관계이다,다자연애는 정신 질환의 일종이다",1,5,1,1
막살고 가는곳은정해져잇다 지옥이랴곳이,18,원댓글,@조한기-h3b,2025. 9. 10. 오전 2:04:01,4,negative,3,negative,4,negative,3,negative,5,negative,1,neutral,exclusive,absolute,natural,hierarchical,1,5,1,5,1,1,negative,5,"분노,혐오,경멸",anti_polyamory,5,moral/religious,"다자연애는 부도덕하다,다자연애는 지옥에 간다","일부일처제가 유일하게 도덕적인 관계 형태이다,특정 종교적 교리가 진리이다,잘못된 행동에는 응당한 처벌이 따른다",1,5,1,1
화성인x파일 보는데 이건 뭐냐;;,0,원댓글,@냥냥-c4g3o,2025. 9. 15. 오후 5:55:11,3,negative,4,negative,4,negative,2,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,3,4,2,4,2,3,negative,3,"disgust,confusion,disbelief",anti_polyamory,4,personal,"다자연애는 이해할 수 없다,다자연애는 비정상적이다","사랑은 독점적인 감정이다,일부일처제가 정상적인 관계 형태이다",1,5,1,1
눈썹이 어떻게,0,원댓글,@user-oz7uc1qw6s,2025. 9. 13. 오전 2:40:11,1,negative,2,negative,3,negative,1,neutral,3,negative,1,neutral,exclusive,absolute,natural,individual,2,4,2,4,2,2,negative,3,"disbelief,discomfort,mild disapproval",anti_polyamory,3,cultural,,"Monogamy is the natural and morally correct relationship structure.,Polyamory inherently involves infidelity or lack of commitment.",1,4,1,2
이건 승인 된 바람 = 다자 연애,0,원댓글,@hughoh792,2025. 9. 15. 오전 5:36:55,4,negative,4,negative,4,negative,2,neutral,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,3,"disapproval,concern,skepticism",anti_polyamory,4,moral,다자 연애는 승인된 바람과 같다,"바람은 도덕적으로 잘못된 것이다,진정한 사랑은 오직 한 사람에게만 가능하다",2,4,2,2
이거 다 봤는데요 개소리에 니체부터 시작해서 온갖 그럴싸한 논리를 가져다 붙이더라고요,0,원댓글,@minnnn-l8e,2025. 9. 18. 오전 10:34:56,3,negative,2,negative,4,negative,3,negative,4,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,4,"분노,경멸,혐오",anti_polyamory,5,moral,"다자연애는 거짓된 논리에 기반한다.,다자연애는 도덕적으로 용납될 수 없다.","일부일처제는 가장 자연스럽고 도덕적인 관계 형태이다.,다자연애는 기존의 사회 질서를 혼란스럽게 한다.",2,4,1,2
내입장에서는 이해는 둫다안되지만 굳이따지자면 다자연애가 막말로 개독교보다도 차라리 나은데 세상에 맣도안되는게 수도없이많은데성적인게 관련만 되면 사람들이 매우 공격적이되네 본인들이 이상해서 그럼거아님? 보기는 이상하지만 그냥 적당히 이상한데 저거보다 이상한게 진짜 수만개는 넘게있는데 ..,0,원댓글,@bannygod7259,2025. 9. 17. 오전 9:36:11,3,positive,2,neutral,1,negative,2,neutral,3,negative,4,positive,complex,flexible,manageable,egalitarian,4,2,5,2,3,4,mixed,3,"indignation,confusion,tolerance",pro_polyamory,4,moral,"다자연애는 일부 종교보다 나을 수 있다.,성에 대한 사회적 억압이 과도하다.","개인의 선택은 존중받아야 한다.,사회적 다원주의는 중요하다.",3,4,3,3
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,원댓글,@배고파-v9u,2025. 9. 28. 오후 9:52:22,1,negative,1,negative,2,negative,1,negative,2,negative,1,neutral,exclusive,absolute,natural,individual,2,4,2,4,2,2,negative,2,"amusement,disbelief,mockery",anti_polyamory,3,cultural,,"다자연애는 비정상적이다,전통적인 일부일처제가 옳다",1,4,1,1
정형돈 이방송 엠씨 ? 미친,2,원댓글,@eunjeung3296,2025. 9. 12. 오후 3:28:04,4,negative,3,negative,3,negative,2,neutral,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,5,"분노,혐오,불쾌감",anti_polyamory,5,moral,다자연애는 비정상적이고 부도덕하다,"전통적인 일부일처제만이 유일하게 옳바른 관계 형태이다.,다자연애는 기존 사회 질서를 파괴한다.",1,4,1,1
안해봐서그래요? 하겠냐..?,0,원댓글,@에라이배고파,2025. 9. 14. 오전 8:23:23,3,negative,4,negative,5,negative,2,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,2,2,negative,4,"disgust,doubt,contempt",anti_polyamory,5,personal,"다자연애는 감당하기 어렵다,다자연애는 경험 부족에서 오는 환상이다","전통적인 관계가 이상적이다,인간은 독점적인 관계를 추구한다",2,4,1,2
소수성애 그냥혼자조용히 즐기면안될까요 … 보기너무불편합니다,1,원댓글,@현주-x7p,2025. 9. 17. 오전 7:21:46,4,negative,2,neutral,3,negative,2,negative,3,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,3,"불쾌감,혐오감,불편함",anti_polyamory,4,personal,"다자연애는 보기 불편하다,다자연애는 조용히 즐겨야 한다","다자연애는 사회적으로 용인될 수 없는 행위이다,개인의 성적 취향은 공공연하게 드러내서는 안 된다",2,4,1,2
ㄴㅁㅅ 문란한...제발 순수한 붙이지 마요,9,원댓글,@김은영-n7q3j,2025. 9. 13. 오전 4:20:43,4,negative,3,negative,3,negative,2,negative,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"disgust,anger,fear,disapproval",anti_polyamory,5,moral,"다자연애는 문란하다,다자연애는 순수하지 않다","일부일처제가 유일하게 도덕적으로 용납 가능한 관계 형태이다,사랑은 배타적이어야 한다,순수함은 긍정적인 가치이다",2,4,1,2
얼마나 방송할께 없으면 이딴 프로그램을 만들어서하냐 차라리 화성인 바이러스2 제작해서하지 ㅈㄴ 어거지 방송이네,1,원댓글,@리-j2w,2025. 9. 14. 오후 1:18:53,3,negative,2,negative,1,neutral,1,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,2,2,negative,4,"disgust,anger,frustration",anti_polyamory,5,cultural,"다자연애 방송은 쓸데없고 어거지다,화성인 바이러스2가 더 나은 선택이다","다자연애는 주류 사회의 관심을 끌기 어렵다,기존의 자극적인 소재가 더 대중적 인기를 얻을 수 있다,방송은 유익하거나 즐거움을 줘야 한다",2,4,1,2
자기 인생인데 뭐.. 근데대본 아니죠.. 아니길,0,원댓글,@U_U-r9o,2025. 9. 24. 오전 12:18:22,3,neutral,2,negative,2,negative,1,neutral,1,neutral,4,positive,complex,flexible,manageable,fluid,4,2,4,2,3,3,mixed,2,"acceptance,doubt,concern",neutral,3,personal,"개인의 자유 존중,진정성 있는 관계의 중요성","개인의 선택은 존중받아야 한다.,다자연애도 진실된 감정을 기반으로 할 수 있다.",2,4,4,3
이런방송 왜해?,1,원댓글,@추니-k2n,2025. 9. 15. 오후 5:47:30,3,negative,2,neutral,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,4,"disgust,annoyance,disapproval",anti_polyamory,5,moral,"다자연애는 사회적으로 해롭다,다자연애는 전통적인 가치에 위배된다","일부일처제가 정상적인 관계이다,방송은 사회에 긍정적인 영향을 미쳐야 한다",1,5,1,1
에효.. 나라꼬러지나 방송꼬라지나...,2,원댓글,@아보카도-d8b,2025. 9. 16. 오후 2:39:02,2,negative,1,negative,1,negative,2,negative,1,negative,1,negative,undefined,undefined,undefined,undefined,3,3,3,2,2,3,negative,3,"disappointment,frustration,resignation",neutral,2,cultural,Current state of the nation and broadcasting is unsatisfactory.,"The nation and broadcasting should be in a better state.,There is a perceived decline in the quality or integrity of the nation and broadcasting.",1,4,2,2
아 ㅅㅂ 내 이름 하늘인데,0,원댓글,@햄떼굴,2025. 9. 16. 오후 5:49:24,1,negative,1,neutral,1,negative,1,neutral,1,negative,1,neutral,undefined,undefined,undefined,undefined,3,2,3,2,3,3,negative,4,"frustration,disappointment,anger",neutral,1,personal,,"Something undesirable happened.,The speaker's name, 'Sky', is relevant to the situation.",1,5,1,1
이런방송 왜하는데?,1,원댓글,@herhern1965,2025. 9. 14. 오전 1:39:34,3,negative,2,neutral,3,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,2,2,negative,3,"confusion,disapproval,annoyance",anti_polyamory,4,cultural,"다자연애는 사회적으로 부적절하다,다자연애 방송은 불필요하다","전통적인 관계 모델이 유일하게 옳다,방송은 사회적 가치를 반영해야 한다",1,4,1,1
이러프로그램 제발하지마세요짐승들도이런지는않습니디ㅡ말세중에말세다,1,원댓글,@김미진-j4h9h,2025. 9. 25. 오후 5:26:57,4,negative,2,negative,3,negative,2,negative,5,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,5,"분노,혐오,경멸,불안",anti_polyamory,5,moral,"다자연애는 인간의 도덕적 타락이다.,다자연애는 짐승만도 못한 행위이다.","인간관계는 일부일처제를 기반으로 해야 한다.,도덕적 가치는 변하지 않는다.,다자연애는 사회 질서를 파괴한다.",1,4,1,1
방송불가아닌가요??말도안되는..,1,원댓글,@진솔-i1d,2025. 9. 14. 오후 2:11:07,3,negative,4,negative,4,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,1,2,negative,4,"disgust,disbelief,outrage",anti_polyamory,5,moral/cultural,"다자연애는 받아들여질 수 없는 행위이다.,다자연애는 방송에 적합하지 않다.","독점적 관계가 정상적인 관계 형태이다.,방송은 사회적으로 용인되는 행위만을 다뤄야 한다.",1,5,1,1
헐.......,1,원댓글,@hazelwine83,2025. 9. 13. 오후 7:08:55,2,negative,3,negative,4,negative,1,neutral,2,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,3,negative,3,"놀람,불쾌감,거부감",anti_polyamory,2,personal,다자연애는 부적절하다,"관계는 독점적이어야 한다,질투는 자연스러운 감정이다",1,4,1,2
진짜 정병모임이네,0,원댓글,@문현식-q6l,2025. 9. 27. 오후 12:29:32,4,negative,2,negative,3,negative,2,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,1,4,2,2,negative,4,"disgust,contempt,judgment",anti_polyamory,5,moral,다자연애는 정신적으로 건강하지 않다,"일부일처제가 정상적인 관계 형태이다,정신 질환은 부정적인 것이다",1,4,1,1
쓰리섬 이런방송은 하지좀 마라 애들본다 퉤,3,원댓글,@흠흠-p6k,2025. 9. 16. 오후 7:27:10,5,negative,1,neutral,2,negative,1,neutral,4,negative,0,neutral,exclusive,absolute,natural,hierarchical,2,5,1,4,1,2,negative,4,"혐오,분노,거부감",anti_polyamory,5,moral/cultural,"다자연애는 아동에게 해롭다.,다자연애는 부도덕하다.","아동은 성적으로 순수해야 한다.,전통적인 가족 형태가 이상적이다.,공중파 방송은 도덕적 책임을 져야 한다.",1,4,1,2
응? 스와핑 아니고?,1,원댓글,@곰돌이푸-y9r,2025. 9. 13. 오전 9:19:55,2,negative,3,negative,3,negative,1,neutral,2,negative,2,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,3,2,negative,3,"confusion,disgust,judgment",anti_polyamory,4,moral,다자연애는 스와핑과 같다.,"일부일처제가 정상적인 관계 형태이다.,성관계는 감정적 연결 없이 이루어질 수 있다.,다자연애 관계는 불안정하고 비윤리적이다.",2,4,2,2
저것도 백신으로 탄생하는 건가,0,원댓글,@ColBaek,2025. 9. 24. 오전 9:33:17,2,negative,3,negative,3,negative,3,negative,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,3,"불안,의심,냉소",anti_polyamory,3,cultural,다자연애는 사회적으로 용인될 수 없는 새로운 현상이다.,"전통적인 독점적 관계가 가장 자연스럽고 바람직한 형태이다.,새로운 관계 형태는 사회적 혼란을 야기할 수 있다.",2,4,2,2
그냥 바람을 합리화 하는거자나,4,원댓글,@ESFP벨라,2025. 9. 12. 오후 6:40:47,4,negative,5,negative,4,negative,2,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,5,1,5,2,2,negative,3,"disapproval,skepticism,cynicism",anti_polyamory,5,moral,다자연애는 바람을 합리화하는 것이다.,"바람은 도덕적으로 잘못된 행위이다.,일부일처제가 정상적인 관계 형태이다.,다자연애는 진정한 사랑에 기반하지 않는다.",1,4,1,2
그럼 그것고 셋이해??,0,원댓글,@elsa-x9l,2025. 9. 18. 오후 12:34:00,2,negative,3,negative,4,negative,1,neutral,3,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,3,2,negative,3,"curiosity,discomfort,disgust",anti_polyamory,3,personal,"다자연애는 이해하기 어렵다.,다자연애는 성적으로 문란할 수 있다.","사랑은 배타적이어야 한다.,성관계는 특정 관계 내에서만 허용되어야 한다.",2,4,2,2
냅둬요 다 지 꼴리는대로 사는거지뭐,0,원댓글,@세훈고-b7x,2025. 9. 26. 오전 5:10:47,3,positive,2,neutral,1,negative,2,positive,1,negative,5,positive,inclusive,flexible,manageable,fluid,5,1,5,1,4,3,neutral,2,"indifference,tolerance",pro_polyamory,4,personal,"개인의 자유는 존중되어야 한다.,타인의 관계에 간섭할 권리는 없다.","다자연애는 개인의 자유로운 선택의 일부이다.,모든 관계는 합의에 기반해야 한다.",2,4,3,3
정말이지 이런걸 왜 방송하는거예요ㅠㅜ;,3,원댓글,@aiden2739,2025. 9. 12. 오전 4:22:34,3,negative,2,neutral,4,negative,1,neutral,4,negative,1,neutral,exclusive,absolute,natural,hierarchical,2,4,2,4,2,2,negative,3,"discomfort,confusion,disapproval",anti_polyamory,4,moral/cultural,다자연애는 방송에 적합하지 않다,"다자연애는 사회적으로 용인될 수 없는 비정상적인 관계 형태이다,방송은 사회적 규범을 강화해야 한다",2,4,1,2
